0.000000000000000000e+00 1.501220825357707440e+02 1.631203182219057624e+02
1.000000000000000000e+01 1.501184740180250401e+02 1.631065897876897850e+02
2.000000000000000000e+01 1.500891215855040741e+02 1.630810849583217532e+02
3.000000000000000000e+01 1.500320395251623609e+02 1.630422827683368610e+02
4.000000000000000000e+01 1.499563258876605687e+02 1.629801086702867963e+02
5.000000000000000000e+01 1.498580922693950299e+02 1.628978079932553555e+02
6.000000000000000000e+01 1.497481354538554967e+02 1.627941682351689963e+02
7.000000000000000000e+01 1.496223146869653249e+02 1.626669873795087256e+02
8.000000000000000000e+01 1.494850390119992767e+02 1.625201649239133133e+02
9.000000000000000000e+01 1.493223280334806020e+02 1.623587652302622075e+02
1.000000000000000000e+02 1.491258377608853607e+02 1.621830089380209472e+02
1.100000000000000000e+02 1.489148514859426200e+02 1.619977394454896285e+02
1.200000000000000000e+02 1.487173277172177848e+02 1.617685231470437657e+02
1.300000000000000000e+02 1.485134397406936841e+02 1.615116234998395157e+02
1.400000000000000000e+02 1.482927702464776019e+02 1.612336872029135009e+02
1.500000000000000000e+02 1.480308291852292655e+02 1.609631154255798720e+02
1.600000000000000000e+02 1.477269583124203507e+02 1.606669835535637958e+02
1.700000000000000000e+02 1.474315513906072113e+02 1.603250065941644209e+02
1.800000000000000000e+02 1.471076206322427424e+02 1.599808881569096854e+02
1.900000000000000000e+02 1.467832899690500312e+02 1.596145123894301605e+02
2.000000000000000000e+02 1.464401749868241893e+02 1.592337204079495052e+02
2.100000000000000000e+02 1.460418462556478971e+02 1.588445350525828985e+02
2.200000000000000000e+02 1.456756779460771725e+02 1.583829817008607392e+02
2.300000000000000000e+02 1.452560171873730610e+02 1.579246931458109202e+02
2.400000000000000000e+02 1.447477281330497760e+02 1.574913501813707342e+02
2.500000000000000000e+02 1.441970398875045021e+02 1.570593862621558685e+02
2.600000000000000000e+02 1.437405416267136786e+02 1.565001069257788515e+02
2.700000000000000000e+02 1.432704949512325072e+02 1.559263609095471566e+02
2.800000000000000000e+02 1.427985224889763174e+02 1.553034343424754979e+02
2.900000000000000000e+02 1.422164995560608247e+02 1.547127066256826140e+02
3.000000000000000000e+02 1.416281374147213512e+02 1.541043592859825537e+02
3.100000000000000000e+02 1.410628109143398490e+02 1.534654000186724261e+02
3.200000000000000000e+02 1.404679106872144700e+02 1.527966140945418090e+02
3.300000000000000000e+02 1.398337263397762626e+02 1.520857488041868351e+02
3.400000000000000000e+02 1.391451740550617444e+02 1.512294508381920366e+02
3.500000000000000000e+02 1.384426401807987759e+02 1.504401978692702642e+02
3.600000000000000000e+02 1.377422880094859181e+02 1.496411827512660011e+02
3.700000000000000000e+02 1.370217595274675659e+02 1.488045145988755849e+02
3.800000000000000000e+02 1.363445582580294229e+02 1.478497910669911164e+02
3.900000000000000000e+02 1.355600065151771219e+02 1.469745078520019490e+02
4.000000000000000000e+02 1.347477461581550244e+02 1.460116457732927415e+02
4.100000000000000000e+02 1.339468090678477949e+02 1.449589366200354448e+02
4.200000000000000000e+02 1.332049827877672215e+02 1.438954755876320917e+02
4.300000000000000000e+02 1.323240420108617172e+02 1.427924265811828093e+02
4.400000000000000000e+02 1.313959461889896829e+02 1.416671613056472552e+02
4.500000000000000000e+02 1.304450902706578006e+02 1.404893370164188866e+02
4.600000000000000000e+02 1.295584588371104928e+02 1.392405289883902242e+02
4.700000000000000000e+02 1.284674803894492072e+02 1.380617840612573843e+02
4.800000000000000000e+02 1.275057953491043747e+02 1.366880012603010357e+02
4.900000000000000000e+02 1.265282358096894058e+02 1.352606655791608716e+02
5.000000000000000000e+02 1.254214195842351955e+02 1.338933782106702779e+02
5.100000000000000000e+02 1.243471687855606973e+02 1.322911900164491215e+02
5.200000000000000000e+02 1.231303993237287386e+02 1.307925397092190281e+02
5.300000000000000000e+02 1.219184752165401164e+02 1.292278797395138668e+02
5.400000000000000000e+02 1.208124515235235350e+02 1.274955925090092705e+02
5.500000000000000000e+02 1.194687574974577444e+02 1.257371404760988014e+02
5.600000000000000000e+02 1.181105748953489467e+02 1.240243874345410404e+02
5.700000000000000000e+02 1.167536057287719728e+02 1.221428459186602566e+02
5.800000000000000000e+02 1.153074305908472041e+02 1.201987925401875259e+02
5.900000000000000000e+02 1.137887059431993606e+02 1.181994440400170276e+02
6.000000000000000000e+02 1.122624099977871168e+02 1.160798146204943180e+02
6.100000000000000000e+02 1.105723331043829063e+02 1.139949409923415686e+02
6.200000000000000000e+02 1.087818172633800771e+02 1.117782210144811899e+02
6.300000000000000000e+02 1.069691621266105841e+02 1.094729886266025431e+02
