   1019.20106217468092459287909597513938         802.671769054341945735617475159590088         900.523801948920803947512226312274309         445.158055760737579931253282100212300         535.658702566833730947447520041557529         135.883580758457852732089989739453272         504.143581861211514465980256162095163         799.675502205529774048644328326590043      
   1019.20106217438302186026147187673496         802.671769054107277835860961709730594         900.523801948657531161840989374589935         445.158055760607629179275368071090900         535.658702566677022490980609934087293         135.883580758418085799493392445825132         504.143581861064019464755298863998256         799.675502205295933630766850312201292      
   1019.20106217060316092315842699719869         802.671769051128191775713956081058760         900.523801945316345770778677389147381         445.158055758973609618700500578512727         535.658702564676892279019048763851059         135.883580757909127539135774849221032         504.143581859181015825292539370732732         799.675502202321988516471936970836130      
   1019.20106214636606690277291284040761         802.671769033381252545885545560396640         900.523801925394545183505783736015921         445.158055744524837403503480175650671         535.658702552722068518326373194038254         135.883580754861159014007126107272142         504.143581847918928598283420212282658         799.675502184596605029899260302636926      
   1019.20106187943322765790926030198312         802.671768931880590756622897682011879         900.523801808703949932558542040082003         445.158055296216126763975496052316221         535.658702491472437557617696738974145         135.883580740090688257301578164255422         504.143581789987849000429082119974322         799.675502087808234425481207478748138      
   1019.20105828933843354055926846921889         802.671768057654694441959455187120286         900.523800763502706594111668127939555         445.158047620904513100127773685991718         535.658702074156114369679049704021949         135.883580654145510787819595857662990         504.143581391927629129972600671002543         799.675501323965313267178566190492617      
   1019.20103143396396354178869365712957         802.671761670580549978104919547092535         900.523793008436696100412640621828181         445.157988604898589685286624495649121         535.658699356095244936961479097762040         135.883580150169828102857401869224199         504.143578786984122961406578030937611         799.675495952018120607705273197568503      
   1019.20090984657547491566550188187818         802.671730589000064633676283029743832         900.523755076838787502174307035488973         445.157723072032671664482834634491728         535.658686669815286294927648765932492         135.883577900253986314357081585763782         504.143566606457440048815222328873982         799.675470150749638675590700514040774      
   1019.20052263937507368528768138693324         802.671622794274553875579791966328154         900.523623242074707189483042642421154         445.156889150948442511024589983738608         535.658643471963204620695000332906794         135.883570396984593248388894571497213         504.143525097008238851693174759944150         799.675381171227118950950982465652978      
   1019.19955987194311893160960362122834         802.671331895542039636734567849238828         900.523267052777244754888375408221180         445.154848944685528839035935875629558         535.658528082228089822977718376807692         135.883550592851859037728947180531836         504.143414167638959527334162146297591         799.675141790303745520564340052481836      
   1019.19755757271553468603393106872284         802.670679628655016769098127324465292         900.522467773715258288670368721996972         445.150676807403512841628008809433547         535.658271134879949545073592302516966         135.883506856642988736975862524603319         504.143167079745977509589563908570758         799.674606151462771353657723887697298      
   1019.19390957867709355977052828191180         802.669407170387679613916137694792059         900.520907609037299380952107376491937         445.143203363542344215454698438329173         535.657772580588798143155729291062444         135.883422550403522894961701790930612         504.142687549903303007847376265297759         799.673562889363116286383344374789299      
   1019.18789837654459929147839328825878         802.667176198279497900092492752233153         900.518170867596873719177779502094235         445.131093538955935714090532126475437         535.656902550108513762760798285234634         135.883276268878059630353266478068883         504.141850567513139294440382665022259         799.671736267183580957283225570541854      
   1019.17873453612179566410108649404771         802.663577882305332341902585949700153         900.513754860969914189155414277870536         445.112934459306030741647689475746324         535.655505325388199128812967642795904         135.883042604899925135873417070600769         504.140506203417746313015402581318576         799.668793812222497799742193684664940      
   1019.16559630191598356865465068772265         802.658146923665214641187526981127607         900.507087004355767087756091771030511         445.087315903545525968972693956044298         535.653405265556843299362131361797428         135.882693241272927432159217348819414         504.138485301760001594341653494578833         799.664358070555490762575654496906224      
   1019.14766422740958767608040033095040         802.650377862941054630621041298817607         900.497544715805656730577412488164829         445.052894500531360085626699176841086         535.650413599906927001590237400149572         135.882198185373612990311007490408737         504.135606009147266170392846451196150         799.658020202528996784403307349026332      
   1019.12414861876192699696173947371107         802.639741515092869681745998012483249         900.484475485376178453840832526374665         445.008439437961748324323926857861700         535.646335268379376694609237217890427         135.881527012241546971559822653851080         504.131680353521173251601134109411508         799.649353671960785028789497869701543      
   1019.09430945657664424252294314813729         802.625700109717040402077023519602498         900.467215369829694626438970073834282         444.952861387041025662884042178673868         535.640975287147528897067858998450782         135.880650035353308155803916055589998         504.126520371584667739019912995399960         799.637926879747628737771343115452439      
   1019.05746946688380965937067218132219         802.607720314959625649242907354674661         900.445104905525077621433695417595093         444.885228128088697298767347769969636         535.634144359635188636195699081501353         135.879539367029388295367153116149577         504.119943517816187514814085614508735         799.623314087398191195452417947093306      
   1019.01302139665847192350749169418368         802.585283753149613865087901920966952         900.417501960240966560538707869402278         444.804770734532320602168748642818161         535.625663619223800137050322330784150         135.878169857973081207332778955797800         504.111777247885949433401627440486330         799.605104326650962985229403193255994      
