0.000000000000000000e+00 1.388590482305049534e+02 1.551917166857068651e+02
1.000000000000000000e+01 1.388490615283043610e+02 1.551837653986041801e+02
2.000000000000000000e+01 1.388266450623940784e+02 1.551537573043862608e+02
3.000000000000000000e+01 1.387847001749758817e+02 1.551141007848139566e+02
4.000000000000000000e+01 1.387216645596547551e+02 1.550551335104999851e+02
5.000000000000000000e+01 1.386482694926490069e+02 1.549832565787051237e+02
6.000000000000000000e+01 1.385529549964519163e+02 1.548842082963457472e+02
7.000000000000000000e+01 1.384587445952221287e+02 1.547574613755635937e+02
8.000000000000000000e+01 1.383404780313272795e+02 1.546201496840592711e+02
9.000000000000000000e+01 1.382135908679650242e+02 1.544569947814947000e+02
1.000000000000000000e+02 1.380729229643427800e+02 1.542779482051138586e+02
1.100000000000000000e+02 1.379052668782996989e+02 1.540864245711481431e+02
1.200000000000000000e+02 1.377097816462730577e+02 1.538937987958695146e+02
1.300000000000000000e+02 1.375101675733836828e+02 1.536776902691547662e+02
1.400000000000000000e+02 1.373032789367323971e+02 1.534298769347812481e+02
1.500000000000000000e+02 1.370783715122852016e+02 1.531720356240620049e+02
1.600000000000000000e+02 1.368507822000377985e+02 1.528970500334839357e+02
1.700000000000000000e+02 1.366156528290728716e+02 1.525959068494669282e+02
1.800000000000000000e+02 1.363794806504569692e+02 1.522653304823947735e+02
1.900000000000000000e+02 1.361153223577828157e+02 1.519116110279026373e+02
2.000000000000000000e+02 1.358435731348327522e+02 1.514653585368329800e+02
2.100000000000000000e+02 1.355384047497514928e+02 1.510132463399540086e+02
2.200000000000000000e+02 1.351805306588409223e+02 1.506183138083152642e+02
2.300000000000000000e+02 1.348305158899183596e+02 1.501829519960329549e+02
2.400000000000000000e+02 1.344359368315435006e+02 1.497542725701228221e+02
2.500000000000000000e+02 1.340442261214824669e+02 1.492795195492554967e+02
2.600000000000000000e+02 1.336668177408018607e+02 1.487820882463185796e+02
2.700000000000000000e+02 1.332385324061336007e+02 1.482620468196506351e+02
2.800000000000000000e+02 1.328145326396118833e+02 1.476865973215849976e+02
2.900000000000000000e+02 1.322977254740164881e+02 1.471168450764745899e+02
3.000000000000000000e+02 1.318310213917738452e+02 1.464636488844498956e+02
3.100000000000000000e+02 1.313672347437565122e+02 1.457918437116511257e+02
3.200000000000000000e+02 1.308509691440425229e+02 1.451068131191466364e+02
3.300000000000000000e+02 1.303695873075503755e+02 1.444031359831027146e+02
3.400000000000000000e+02 1.298317223808113283e+02 1.436536442111891176e+02
3.500000000000000000e+02 1.291908582220841026e+02 1.429334936027880758e+02
3.600000000000000000e+02 1.284802364793414426e+02 1.421822970918867668e+02
3.700000000000000000e+02 1.278480331384941451e+02 1.413191092486171101e+02
3.800000000000000000e+02 1.272785248176662236e+02 1.403890585125375310e+02
3.900000000000000000e+02 1.265862341852303814e+02 1.395492472920437876e+02
4.000000000000000000e+02 1.259321519651778942e+02 1.386400065180030481e+02
4.100000000000000000e+02 1.251787083206222775e+02 1.376756132882872805e+02
4.200000000000000000e+02 1.244171928994931733e+02 1.366155274761653118e+02
4.300000000000000000e+02 1.235247130934363184e+02 1.355620152222851118e+02
4.400000000000000000e+02 1.227913947756839548e+02 1.344243019643979267e+02
4.500000000000000000e+02 1.220481354086109462e+02 1.331748531333899166e+02
4.600000000000000000e+02 1.212064057100616736e+02 1.320483331843428516e+02
4.700000000000000000e+02 1.202753290616148121e+02 1.308473119736796377e+02
4.800000000000000000e+02 1.194204205116228934e+02 1.294362481682935311e+02
4.900000000000000000e+02 1.185162456876399659e+02 1.280796418529023697e+02
5.000000000000000000e+02 1.175143204259196921e+02 1.266560262989206080e+02
5.100000000000000000e+02 1.164834400031234480e+02 1.252168197892247576e+02
5.200000000000000000e+02 1.154286698167469893e+02 1.237497413403100808e+02
5.300000000000000000e+02 1.143461518776558421e+02 1.221056967138231215e+02
5.400000000000000000e+02 1.132189473998543860e+02 1.204557774830074379e+02
5.500000000000000000e+02 1.120723158028823292e+02 1.187493129515564334e+02
5.600000000000000000e+02 1.108745884798155856e+02 1.169303765937719390e+02
5.700000000000000000e+02 1.095340454450430343e+02 1.151741214903176314e+02
5.800000000000000000e+02 1.081427872809043009e+02 1.132844268595191863e+02
5.900000000000000000e+02 1.067823881033174018e+02 1.112502727242000873e+02
6.000000000000000000e+02 1.052901686711430642e+02 1.092252944649629853e+02
6.100000000000000000e+02 1.036570397446633649e+02 1.071679985550440648e+02
6.200000000000000000e+02 1.019484307621934818e+02 1.050410567694265467e+02
6.300000000000000000e+02 1.001692888737358373e+02 1.027624482220468849e+02
6.400000000000000000e+02 9.830051303657727146e+01 1.004654053030025977e+02
