130	0.997770000000000	0.0437580000000000
135	0.984150000000000	0.0470330000000000
140	0.956500000000000	0.0488520000000000
145	0.911150000000000	0.0483960000000000
150	0.845000000000000	0.0452510000000000
155	0.757210000000000	0.0394820000000000
160	0.650910000000000	0.0319940000000000
165	0.533290000000000	0.0247720000000000
170	0.415600000000000	0.0206500000000000
175	0.311830000000000	0.0209330000000000
180	0.233170000000000	0.0232670000000000
185	0.184150000000000	0.0246760000000000
190	0.161910000000000	0.0241550000000000
195	0.156930000000000	0.0223900000000000
200	0.160870000000000	0.0208540000000000
